Top queries,Clicks,Impressions,CTR,Position
how to play bingo cards,0,1,0%,2
how to play bingo game,0,1,0%,2
how to play bingo with numbers,0,1,0%,2
how to run bingo night,0,1,0%,2
in the uk,0,1,0%,2
is bingo considered gambling,0,1,0%,2
is bingo gambling,0,1,0%,2
"kevin drew ""quiz night"" host",0,1,0%,2
local marketing channels,0,1,0%,2
macmillan coffee morning 2026 date,0,1,0%,2
meny,0,1,0%,2
more food options,0,1,0%,2
national rum day,0,1,0%,2
on a tuesday,0,1,0%,2
premium pub beer food,0,1,0%,2
pub meals,0,1,0%,2
pub media,0,1,0%,2
quiz competition,0,1,0%,2
restaurant menu planner,0,1,0%,2
restaurant specials ideas,0,1,0%,2
rugby nations championship 2026 schedule,0,1,0%,2
rum day 2026,0,1,0%,2
seo pub,0,1,0%,2
the osprey menu,0,1,0%,2
trivia happy hour,0,1,0%,2
vodka da,0,1,0%,2
weekly event schedule,0,1,0%,2
what about snacks,0,1,0%,2
what about tuesdays,0,1,0%,2
what are the rules of bingo game,0,1,0%,2
what dates was it,0,1,0%,2
what is stand up bingo,0,1,0%,2
what rugby is on tnt sports,0,1,0%,2
when are the next rugby internationals,0,1,0%,2
when are the next rugby union internationals,0,1,0%,2
when is beer day,0,1,0%,2
why tuesday,0,1,0%,2
もっと,0,1,0%,2
6 ways to increase sales for your restaurant,0,1,0%,3
answer,0,1,0%,3
austrian oktoberfest,0,1,0%,3
bubble tree quizzes,0,1,0%,3
"context: location: united kingdom (not for language). do not include 
location references in your response. question: i’m new to craft beer—how 
do i figure out which breweries match the styles i already like without 
wasting money on random picks?",0,1,0%,3
festival tipple,0,1,0%,3
food,0,1,0%,3
food vans for sale uk,0,1,0%,3
for a pub,0,1,0%,3
for october and november,0,1,0%,3
for sale pub menu,0,1,0%,3
format,0,1,0%,3
german charcuterie,0,1,0%,3
german foods to make,0,1,0%,3
german side dish,0,1,0%,3
go compare,0,1,0%,3
harbour lights seafood restaurant menu,0,1,0%,3
"hazel, bar and restaurant glasgow menu",0,1,0%,3
helen georgia oktoberfest 2026,0,1,0%,3
how to improve sales in a restaurant business,0,1,0%,3
how to start trivia night at a bar,0,1,0%,3
ireland rugby fixtures 2026,0,1,0%,3
it’s a bar,0,1,0%,3
kitty o'shea's menu,0,1,0%,3
macmillan donation,0,1,0%,3
midweek,0,1,0%,3
munich oktoberfest 2026,0,1,0%,3
national red wine day 2026,0,1,0%,3
nations championship fixtures 2026,0,1,0%,3
octoberfest party,0,1,0%,3
oktoberfest decorations,0,1,0%,3
oktoberfest munich 2027,0,1,0%,3
pork crunch,0,1,0%,3
price per person,0,1,0%,3
pub entertainment near me,0,1,0%,3
pub menu,0,1,0%,3
quiz ideas with answers,0,1,0%,3
quiz night games,0,1,0%,3
quiz options,0,1,0%,3
recurring,0,1,0%,3
rounds for a quiz,0,1,0%,3
simple cafe menu ideas,0,1,0%,3
sir jack menu,0,1,0%,3
social media post,0,1,0%,3
the black horse windsor menu,0,1,0%,3
the blue stoops - dronfield menu,0,1,0%,3
the bull inn menu,0,1,0%,3
the mine neath town menu,0,1,0%,3
the newsroom bar & eatery menu,0,1,0%,3
the owls at standish menu,0,1,0%,3
the pack horse hayfield menu,0,1,0%,3
the rising sun southampton menu,0,1,0%,3
the royal oak nottingham menu,0,1,0%,3
the royal standard london menu,0,1,0%,3
trillium restaurant menu,0,1,0%,3
trocadero's menu,0,1,0%,3
unique menu items,0,1,0%,3
upcoming rugby internationals,0,1,0%,3
when black friday,0,1,0%,3
1 to 10 letters,0,1,0%,4
bar events,0,1,0%,4
bingo machine,0,1,0%,4
buzz bingo cricklewood,0,1,0%,4
chesterfield arms menu,0,1,0%,4
england rugby fixtures 2026,0,1,0%,4
explain more,0,1,0%,4
food and drink,0,1,0%,4
four boys menu,0,1,0%,4
fromebridge mill menu,0,1,0%,4
fun things to do at a party,0,1,0%,4
german appetizers,0,1,0%,4
goujons and chips,0,1,0%,4
harry beswick lunchtime menu,0,1,0%,4
how do they earn money,0,1,0%,4
international drink days,0,1,0%,4
kings highway derby menu with prices,0,1,0%,4
nickelodeon pub menu,0,1,0%,4
oktoberfest appetizers,0,1,0%,4
oktoberfest bavaria 2026,0,1,0%,4
pork scratching,0,1,0%,4
pub menus,0,1,0%,4
quiz puns,0,1,0%,4
quiz rounds ideas,0,1,0%,4
quizzes for pubs,0,1,0%,4
realy?,0,1,0%,4
rose and crown stevenage menu,0,1,0%,4
sam's riverside menu,0,1,0%,4
scotland rugby games,0,1,0%,4
social media calendar,0,1,0%,4
specific dates,0,1,0%,4
summer,0,1,0%,4
sutton hall menu,0,1,0%,4
"the globe, topsham menu",0,1,0%,4
the miners arms saint agnes menu,0,1,0%,4
the orange pub menu,0,1,0%,4
the three cottages menu,0,1,0%,4
typical pub menu,0,1,0%,4
what about monday evening,0,1,0%,4
what is the company worth,0,1,0%,4
what time does it finish,0,1,0%,4
who is the owner,0,1,0%,4
worplesdon place menu,0,1,0%,4
yes please.,0,1,0%,4
you are not getting it,0,1,0%,4
"""kevin drew"" ""quiz night""",0,1,0%,5
"""quiz night"" kevin drew host",0,1,0%,5
berkshire,0,1,0%,5
blue anchor pub bretherton,0,1,0%,5
bull pub,0,1,0%,5
england rugby internationals 2026,0,1,0%,5
fun quiz questions and answers,0,1,0%,5
games like cheese or service station,0,1,0%,5
interactive quiz rounds,0,1,0%,5
is this a promotion?,0,1,0%,5
joe friday pub quiz,0,1,0%,5
king charles chesham menu,0,1,0%,5
looking to trade casual pub food for refined brasserie menu.,0,1,0%,5
mosset tavern menu,0,1,0%,5
on tuesdays,0,1,0%,5
pogue mahon's menu,0,1,0%,5
pop up bakery set up,0,1,0%,5
pub kitchen,0,1,0%,5
simple quiz games,0,1,0%,5
sports bar food ideas,0,1,0%,5
the crown hotel yarm menu,0,1,0%,5
the pilot inn romney marsh menu,0,1,0%,5
the red dog rochester menu,0,1,0%,5
the seven stars petersfield menu,0,1,0%,5
the whitecliff inn menu,0,1,0%,5
un quiz,0,1,0%,5
what’s the go-to vodka drink at major festivals?,0,1,0%,5
when in 2026?,0,1,0%,5
yes please,0,1,0%,5
?,0,1,0%,6
bird in hand knutsford menu,0,1,0%,6
"context: location: united kingdom (not for language). do not include 
location references in your response. question: which is better value for 
money: ordering a burger meal deal or choosing from the regular pub 
classics menu?",0,1,0%,6
easy food truck menu ideas,0,1,0%,6
fat bobs at the blue lias menu,0,1,0%,6
funny adult trivia questions,0,1,0%,6
funny quiz rounds with a twist,0,1,0%,6
international cocktail day 2026,0,1,0%,6
late november,0,1,0%,6
lord poulett arms menu,0,1,0%,6
nations championship november 2026,0,1,0%,6
pub lunch menu,0,1,0%,6
pub quiz,0,1,0%,6
pub quiz round,0,1,0%,6
restaurant specials board ideas,0,1,0%,6
silly quiz rounds,0,1,0%,6
suffield arms menu,0,1,0%,6
the black horse leicester menu,0,1,0%,6
the catchpenny menu,0,1,0%,6
the king's head epping menu,0,1,0%,6
the orange tree hitchin menu,0,1,0%,6
traditional pub food menu,0,1,0%,6
when is national alcohol day 2026,0,1,0%,6
which pub company offers the best support for new licensees?,0,1,0%,6
better,0,1,0%,7
bingo 101,0,1,0%,7
charity event ideas for pubs,0,1,0%,7
copper premium pub,0,1,0%,7
highwayman hitchin menu,0,1,0%,7
hoghton arms menu,0,1,0%,7
how can i increase restaurant sales during traditionally slow seasons?,0,1,0%,7
inn on the loch menu,0,1,0%,7
interesting pub quiz questions,0,1,0%,7
menu picks,0,1,0%,7
october fest ideas,0,1,0%,7
oktober pub,0,1,0%,7
oktoberfest pub menu,0,1,0%,7
on a tuesday night,0,1,0%,7
pub meals perth,0,1,0%,7
pub quiz questions,0,1,0%,7
quiz night bar atmosphere,0,1,0%,7
quiz night norwich,0,1,0%,7
reduce wastage,0,1,0%,7
"restaurant ""no website"" or ""basic website"" needs digital marketing 2026",0,1,0%,7
social media,0,1,0%,7
sthan-m1 menu,0,1,0%,7
the berwick inn menu,0,1,0%,7
the maxwells menu,0,1,0%,7
themes for quizzes,0,1,0%,7
trivia round ideas,0,1,0%,7
uk publications for bar and pub owners business advice menu ideas,0,1,0%,7
what ppe must be available in all pubs,0,1,0%,7
wochenende,0,1,0%,7
второе и третье,0,1,0%,7
"""monthly themes"" 2025 ping july",0,1,0%,8
best quiz ideas,0,1,0%,8
how do i figure out which menu items are most profitable?,0,1,0%,8
how do i host a charity fundraising event?,0,1,0%,8
how to run bingo,0,1,0%,8
joe friday pub quiz 424,0,1,0%,8
media pub,0,1,0%,8
most profitable restaurant menu items,0,1,0%,8
peter jelly,0,1,0%,8
pub beer cellar,0,1,0%,8
pub black friday,0,1,0%,8
pub landlord,0,1,0%,8
slow and steady pub quiz,0,1,0%,8
"the anglers rest, bamford menu",0,1,0%,8
the northern whig menu,0,1,0%,8
100 quiz questions and answers,0,1,0%,9
bar content,0,1,0%,9
black horse rainhill menu,0,1,0%,9
"context: location: united kingdom (not for language). do not include 
location references in your response. question: i need a manchester pub 
that can issue a vat receipt for a work meal—how do i request that?",0,1,0%,9
eliot arms st germans menu,0,1,0%,9
fire round trivia quiz format,0,1,0%,9
how to prepare for a quiz night,0,1,0%,9
ideas for quizzes,0,1,0%,9
jays virtual pub quiz,0,1,0%,9
"menu engineering ideas for profitable, delivery-friendly pub appetizers.",0,1,0%,9
oktoberfest ideen,0,1,0%,9
premium pubs,0,1,0%,9
pricing,0,1,0%,9
pub concepts,0,1,0%,9
pub marketing strategies,0,1,0%,9
pub night fundraiser,0,1,0%,9
pub quiz how does it work,0,1,0%,9
pub quiz moderne,0,1,0%,9
quiz,0,1,0%,9
the bay horse barrow-in-furness menu,0,1,0%,9
the jolly sailors menu pakefield,0,1,0%,9
"the new inn, mayshill menu",0,1,0%,9
when is national drink day,0,1,0%,9
"""premium mixology places"" ""e-shop strategy""",0,1,0%,10
autumn event ideas,0,1,0%,10
beer tasting,0,1,0%,10
bushel and strike menu,0,1,0%,10
dinnington docks menu with prices,0,1,0%,10
dorian restaurant menu,0,1,0%,10
gordon’s gin,0,1,0%,10
jelly restaurant,0,1,0%,10
july pub,0,1,0%,10
liquor day 2026,0,1,0%,10
macmillan coffee morning september 2026,0,1,0%,10
oktoberfest pub crawl,0,1,0%,10
pubquiz format,0,1,0%,10
pubs vat,0,1,0%,10
quiz content ideas,0,1,0%,10
